Country_ISO3,Year,Technology,Value
DJI,2005,All technologies (total patents),0.5
DJI,2010,All technologies (total patents),1.0
DJI,2015,All technologies (total patents),1.0
DJI,2018,All technologies (total patents),1.5
DJI,2018,Hybrid - Electric - Electromobility,0.5
DJI,2019,All technologies (total patents),2.0
DMA,2000,All technologies (total patents),0.33
DMA,2005,All technologies (total patents),0.83
DMA,2015,All technologies (total patents),3.15
DMA,2016,All technologies (total patents),0.87
DMA,2017,All technologies (total patents),0.6
DMA,2018,All technologies (total patents),0.5
DNK,1990,Air - Rail - Marine,3.0
DNK,1990,All technologies (total patents),545.53
DNK,1990,Bioenergy,1.0
DNK,1990,Building Energy Efficiency,2.0
DNK,1990,Hydrogen and Fuel Cells,1.0
DNK,1990,Industry Energy Efficiency or substitution,3.0
DNK,1990,Other Energy Efficiency ,1.0
DNK,1990,Other Renewables,1.0
DNK,1990,Other Road Transport,3.0
DNK,1990,Solar,1.0
DNK,1990,Storage (not electromobility),0.5
DNK,1990,Wind,2.0
DNK,2000,Air - Rail - Marine,1.0
DNK,2000,All technologies (total patents),1409.83
DNK,2000,Bioenergy,14.0
DNK,2000,Building Energy Efficiency,11.5
DNK,2000,Grid,1.0
DNK,2000,Hybrid - Electric - Electromobility,1.5
DNK,2000,Hydrogen and Fuel Cells,5.25
DNK,2000,Industry Energy Efficiency or substitution,5.5
DNK,2000,Other Energy Efficiency ,4.5
DNK,2000,Other Renewables,3.5
DNK,2000,Other Road Transport,3.0
DNK,2000,Renewable Energy Integration in Buildings,1.0
DNK,2000,Solar,0.25
DNK,2000,Storage (not electromobility),4.0
DNK,2000,Wind,13.5
DNK,2005,Air - Rail - Marine,1.5
DNK,2005,All technologies (total patents),1587.44
DNK,2005,Bioenergy,25.75
DNK,2005,Building Energy Efficiency,11.5
DNK,2005,Carbon Capture and Storage,4.33
DNK,2005,Grid,2.83
DNK,2005,Hydrogen and Fuel Cells,16.67
DNK,2005,Industry Energy Efficiency or substitution,5.5
DNK,2005,Nuclear,0.25
DNK,2005,Other Energy Efficiency ,15.0
DNK,2005,Other Renewables,5.0
DNK,2005,Other Road Transport,9.7
DNK,2005,Renewable Energy Integration in Buildings,6.0
DNK,2005,Solar,7.5
DNK,2005,Storage (not electromobility),5.33
DNK,2005,Wind,26.17
DNK,2010,Air - Rail - Marine,4.5
DNK,2010,All technologies (total patents),1800.83
DNK,2010,Bioenergy,43.15
DNK,2010,Building Energy Efficiency,18.83
DNK,2010,Carbon Capture and Storage,1.0
DNK,2010,Grid,16.0
DNK,2010,Hybrid - Electric - Electromobility,4.0
DNK,2010,Hydrogen and Fuel Cells,6.83
DNK,2010,Industry Energy Efficiency or substitution,10.5
DNK,2010,Other Energy Efficiency ,21.33
DNK,2010,Other Renewables,2.0
DNK,2010,Other Road Transport,12.65
DNK,2010,Renewable Energy Integration in Buildings,12.33
DNK,2010,Solar,24.17
DNK,2010,Storage (not electromobility),11.5
DNK,2010,Wind,295.33
DNK,2015,Air - Rail - Marine,4.33
DNK,2015,All technologies (total patents),1741.87
DNK,2015,Bioenergy,18.67
DNK,2015,Building Energy Efficiency,32.5
DNK,2015,Grid,6.17
DNK,2015,Hydrogen and Fuel Cells,9.0
DNK,2015,Industry Energy Efficiency or substitution,9.0
DNK,2015,Nuclear,1.0
DNK,2015,Other Energy Efficiency ,7.0
DNK,2015,Other Renewables,2.0
DNK,2015,Other Road Transport,21.0
DNK,2015,Renewable Energy Integration in Buildings,4.5
DNK,2015,Solar,10.11
DNK,2015,Storage (not electromobility),9.5
DNK,2015,Wind,162.67
DNK,2016,Air - Rail - Marine,2.33
DNK,2016,All technologies (total patents),1755.1
DNK,2016,Bioenergy,20.42
DNK,2016,Building Energy Efficiency,27.5
DNK,2016,Carbon Capture and Storage,3.0
DNK,2016,Grid,6.83
DNK,2016,Hybrid - Electric - Electromobility,2.33
DNK,2016,Hydro,1.0
DNK,2016,Hydrogen and Fuel Cells,16.16
DNK,2016,Industry Energy Efficiency or substitution,5.0
DNK,2016,Other Energy Efficiency ,6.16
DNK,2016,Other Renewables,3.0
DNK,2016,Other Road Transport,18.0
DNK,2016,Renewable Energy Integration in Buildings,13.33
DNK,2016,Solar,16.33
DNK,2016,Storage (not electromobility),13.0
DNK,2016,Wind,223.33
DNK,2017,Air - Rail - Marine,5.5
DNK,2017,All technologies (total patents),1790.14
DNK,2017,Bioenergy,9.17
DNK,2017,Building Energy Efficiency,26.5
DNK,2017,Carbon Capture and Storage,3.0
DNK,2017,Grid,4.83
DNK,2017,Hybrid - Electric - Electromobility,0.5
DNK,2017,Hydro,1.0
DNK,2017,Hydrogen and Fuel Cells,16.17
DNK,2017,Industry Energy Efficiency or substitution,5.5
DNK,2017,Nuclear,0.5
DNK,2017,Other Energy Efficiency ,4.5
DNK,2017,Other Renewables,1.0
DNK,2017,Other Road Transport,15.17
DNK,2017,Renewable Energy Integration in Buildings,16.0
DNK,2017,Solar,8.83
DNK,2017,Storage (not electromobility),14.5
DNK,2017,Wind,230.0
DNK,2018,Air - Rail - Marine,3.0
DNK,2018,All technologies (total patents),1781.0
DNK,2018,Bioenergy,9.83
DNK,2018,Building Energy Efficiency,43.0
DNK,2018,Carbon Capture and Storage,3.0
DNK,2018,Grid,12.33
DNK,2018,Hydrogen and Fuel Cells,28.5
DNK,2018,Industry Energy Efficiency or substitution,16.5
DNK,2018,Other Energy Efficiency ,16.0
DNK,2018,Other Renewables,2.0
DNK,2018,Other Road Transport,7.5
DNK,2018,Renewable Energy Integration in Buildings,11.0
DNK,2018,Solar,11.0
DNK,2018,Storage (not electromobility),15.5
DNK,2018,Wind,262.92
DNK,2019,Air - Rail - Marine,1.5
DNK,2019,All technologies (total patents),1827.98
DNK,2019,Bioenergy,11.0
DNK,2019,Building Energy Efficiency,23.0
DNK,2019,Carbon Capture and Storage,1.0
DNK,2019,Grid,3.0
DNK,2019,Hybrid - Electric - Electromobility,4.67
DNK,2019,Hydrogen and Fuel Cells,26.66
DNK,2019,Industry Energy Efficiency or substitution,20.0
DNK,2019,Nuclear,1.0
DNK,2019,Other Energy Efficiency ,17.5
DNK,2019,Other Renewables,1.0
DNK,2019,Other Road Transport,11.5
DNK,2019,Renewable Energy Integration in Buildings,19.5
DNK,2019,Solar,7.0
DNK,2019,Storage (not electromobility),10.5
DNK,2019,Wind,211.83
DOM,1990,All technologies (total patents),1.83
DOM,2000,All technologies (total patents),4.33
DOM,2005,All technologies (total patents),7.5
DOM,2010,All technologies (total patents),7.5
DOM,2015,All technologies (total patents),7.5
DOM,2016,All technologies (total patents),10.5
DOM,2016,Hydro,1.0
DOM,2016,Storage (not electromobility),1.0
DOM,2017,All technologies (total patents),4.58
DOM,2018,All technologies (total patents),10.83
DOM,2018,Storage (not electromobility),0.5
DOM,2019,All technologies (total patents),7.5
DOM,2019,Storage (not electromobility),0.5
DZA,1990,All technologies (total patents),2.83
DZA,2000,All technologies (total patents),5.25
DZA,2000,Storage (not electromobility),0.33
DZA,2005,Air - Rail - Marine,0.33
DZA,2005,All technologies (total patents),11.78
DZA,2005,Hydrogen and Fuel Cells,0.33
DZA,2010,All technologies (total patents),21.33
DZA,2010,Hydrogen and Fuel Cells,0.33
DZA,2010,Other Energy Efficiency ,1.25
DZA,2010,Storage (not electromobility),0.33
DZA,2015,All technologies (total patents),14.0
DZA,2015,Solar,1.0
DZA,2016,All technologies (total patents),8.75
DZA,2016,Other Renewables,1.0
DZA,2016,Renewable Energy Integration in Buildings,0.5
DZA,2016,Solar,0.5
DZA,2016,Storage (not electromobility),1.0
DZA,2017,All technologies (total patents),14.83
DZA,2018,All technologies (total patents),11.12
DZA,2018,Grid,0.5
DZA,2018,Solar,1.0
DZA,2018,Wind,0.5
DZA,2019,All technologies (total patents),11.12
DZA,2019,Building Energy Efficiency,1.0
DZA,2019,Other Road Transport,1.0
DZA,2019,Wind,0.33
ECU,1990,All technologies (total patents),0.83
ECU,2000,All technologies (total patents),3.45
ECU,2005,All technologies (total patents),6.62
ECU,2005,Bioenergy,0.25
ECU,2005,Renewable Energy Integration in Buildings,1.0
ECU,2005,Solar,1.0
ECU,2010,All technologies (total patents),40.12
ECU,2010,Bioenergy,0.5
ECU,2010,Building Energy Efficiency,0.83
ECU,2015,All technologies (total patents),10.6
ECU,2015,Bioenergy,1.0
ECU,2016,All technologies (total patents),11.42
ECU,2016,Hybrid - Electric - Electromobility,1.0
ECU,2016,Hydrogen and Fuel Cells,0.33
ECU,2016,Solar,0.33
ECU,2016,Storage (not electromobility),0.33
ECU,2017,All technologies (total patents),12.03
ECU,2018,All technologies (total patents),8.67
ECU,2018,Other Road Transport,0.83
ECU,2019,All technologies (total patents),9.67
EGY,1990,All technologies (total patents),7.0
EGY,2000,All technologies (total patents),18.01
EGY,2000,Solar,1.0
EGY,2005,All technologies (total patents),77.76
EGY,2005,Bioenergy,0.33
EGY,2005,Hydrogen and Fuel Cells,0.8300000000000001
EGY,2005,Other Energy Efficiency ,0.79
EGY,2005,Other Road Transport,1.0
EGY,2005,Storage (not electromobility),2.67
EGY,2010,All technologies (total patents),73.84
EGY,2010,Bioenergy,1.0
EGY,2010,Hydrogen and Fuel Cells,0.33
EGY,2010,Other Energy Efficiency ,2.75
EGY,2010,Renewable Energy Integration in Buildings,1.0
EGY,2010,Solar,4.0
EGY,2010,Wind,1.0
EGY,2015,Air - Rail - Marine,1.53
EGY,2015,All technologies (total patents),62.01
EGY,2015,Bioenergy,0.66
EGY,2015,Building Energy Efficiency,1.0
EGY,2015,Hybrid - Electric - Electromobility,1.0
EGY,2015,Hydrogen and Fuel Cells,0.33
EGY,2015,Other Energy Efficiency ,0.25
EGY,2015,Solar,2.0
EGY,2015,Storage (not electromobility),1.5
EGY,2016,Air - Rail - Marine,1.0
EGY,2016,All technologies (total patents),71.89
EGY,2016,Hybrid - Electric - Electromobility,2.33
EGY,2016,Other Energy Efficiency ,0.33
EGY,2016,Solar,0.33
EGY,2016,Storage (not electromobility),3.83
EGY,2017,All technologies (total patents),70.92
EGY,2017,Hybrid - Electric - Electromobility,1.33
EGY,2017,Storage (not electromobility),2.67
EGY,2017,Wind,1.0
EGY,2018,All technologies (total patents),52.26
EGY,2018,Hybrid - Electric - Electromobility,0.33
EGY,2018,Other Road Transport,1.33
EGY,2018,Renewable Energy Integration in Buildings,0.5
EGY,2018,Solar,1.0
EGY,2018,Storage (not electromobility),0.67
EGY,2018,Wind,1.0
EGY,2019,All technologies (total patents),53.93
EGY,2019,Hydro,1.0
EGY,2019,Other Energy Efficiency ,1.37
ERI,2000,All technologies (total patents),0.33
ERI,2010,All technologies (total patents),1.2
ERI,2016,All technologies (total patents),0.64
ERI,2016,Hydrogen and Fuel Cells,0.5
ERI,2018,All technologies (total patents),0.5
ERI,2019,All technologies (total patents),0.5
ERI,2019,Hybrid - Electric - Electromobility,0.5
ERI,2019,Storage (not electromobility),0.5
ESH,2015,All technologies (total patents),1.5
ESH,2016,All technologies (total patents),0.5
ESP,1990,All technologies (total patents),478.12
ESP,1990,Building Energy Efficiency,4.0
ESP,1990,Hybrid - Electric - Electromobility,2.0
ESP,1990,Hydro,4.0
ESP,1990,Industry Energy Efficiency or substitution,3.0
ESP,1990,Other Renewables,2.0
ESP,1990,Other Road Transport,4.0
ESP,1990,Solar,2.0
ESP,2000,Air - Rail - Marine,1.0
ESP,2000,All technologies (total patents),1276.88
ESP,2000,Bioenergy,1.0
ESP,2000,Building Energy Efficiency,3.0
ESP,2000,Hybrid - Electric - Electromobility,5.5
ESP,2000,Hydro,1.0
ESP,2000,Hydrogen and Fuel Cells,0.5
ESP,2000,Industry Energy Efficiency or substitution,2.66
ESP,2000,Nuclear,0.5
ESP,2000,Other Energy Efficiency ,1.33
ESP,2000,Other Renewables,2.0
ESP,2000,Other Road Transport,4.33
ESP,2000,Renewable Energy Integration in Buildings,2.0
ESP,2000,Solar,6.25
ESP,2000,Storage (not electromobility),3.0
ESP,2000,Wind,5.67
ESP,2005,Air - Rail - Marine,7.0
ESP,2005,All technologies (total patents),1990.06
ESP,2005,Bioenergy,4.03
ESP,2005,Building Energy Efficiency,13.83
ESP,2005,Carbon Capture and Storage,1.83
ESP,2005,Grid,2.0
ESP,2005,Hybrid - Electric - Electromobility,5.5
ESP,2005,Hydro,5.5
ESP,2005,Hydrogen and Fuel Cells,7.0
ESP,2005,Industry Energy Efficiency or substitution,4.25
ESP,2005,Nuclear,0.83
ESP,2005,Other Energy Efficiency ,5.75
ESP,2005,Other Renewables,5.5
ESP,2005,Other Road Transport,4.95
ESP,2005,Renewable Energy Integration in Buildings,3.5
ESP,2005,Solar,25.03
ESP,2005,Storage (not electromobility),9.5
ESP,2005,Wind,34.33
ESP,2010,Air - Rail - Marine,18.0
ESP,2010,All technologies (total patents),2411.35
ESP,2010,Bioenergy,7.5
ESP,2010,Building Energy Efficiency,17.28
ESP,2010,Carbon Capture and Storage,3.0
ESP,2010,Grid,1.0
ESP,2010,Hybrid - Electric - Electromobility,12.5
ESP,2010,Hydro,6.0
ESP,2010,Hydrogen and Fuel Cells,12.67
ESP,2010,Industry Energy Efficiency or substitution,6.16
ESP,2010,Other Energy Efficiency ,9.75
ESP,2010,Other Renewables,11.5
ESP,2010,Other Road Transport,8.5
ESP,2010,Renewable Energy Integration in Buildings,14.5
ESP,2010,Solar,87.11
ESP,2010,Storage (not electromobility),15.33
ESP,2010,Wind,55.33
ESP,2015,Air - Rail - Marine,23.37
ESP,2015,All technologies (total patents),2190.48
ESP,2015,Bioenergy,12.67
ESP,2015,Building Energy Efficiency,12.67
ESP,2015,Carbon Capture and Storage,1.67
ESP,2015,Grid,7.0
ESP,2015,Hybrid - Electric - Electromobility,9.5
ESP,2015,Hydro,2.33
ESP,2015,Hydrogen and Fuel Cells,6.83
ESP,2015,Industry Energy Efficiency or substitution,12.33
ESP,2015,Nuclear,2.0
ESP,2015,Other Energy Efficiency ,13.850000000000001
ESP,2015,Other Renewables,3.0
ESP,2015,Other Road Transport,7.67
ESP,2015,Renewable Energy Integration in Buildings,3.83
ESP,2015,Solar,48.53
ESP,2015,Storage (not electromobility),14.33
ESP,2015,Wind,45.5
ESP,2016,Air - Rail - Marine,16.83
ESP,2016,All technologies (total patents),2118.99
ESP,2016,Bioenergy,8.16
ESP,2016,Building Energy Efficiency,19.83
ESP,2016,Carbon Capture and Storage,3.33
ESP,2016,Grid,3.33
ESP,2016,Hybrid - Electric - Electromobility,12.33
ESP,2016,Hydro,4.0
ESP,2016,Hydrogen and Fuel Cells,7.0
ESP,2016,Industry Energy Efficiency or substitution,16.0
ESP,2016,Other Energy Efficiency ,13.23
ESP,2016,Other Renewables,3.5
ESP,2016,Other Road Transport,5.0
ESP,2016,Renewable Energy Integration in Buildings,5.08
ESP,2016,Solar,14.67
ESP,2016,Storage (not electromobility),19.58
ESP,2016,Wind,40.67
ESP,2017,Agriculture Energy Efficiency,1.0
ESP,2017,Air - Rail - Marine,16.5
ESP,2017,All technologies (total patents),2141.09
ESP,2017,Bioenergy,13.0
ESP,2017,Building Energy Efficiency,21.83
ESP,2017,Carbon Capture and Storage,2.67
ESP,2017,Grid,4.5
ESP,2017,Hybrid - Electric - Electromobility,8.0
ESP,2017,Hydro,6.5
ESP,2017,Hydrogen and Fuel Cells,10.25
ESP,2017,Industry Energy Efficiency or substitution,16.25
ESP,2017,Other Energy Efficiency ,18.08
ESP,2017,Other Renewables,6.0
ESP,2017,Other Road Transport,10.0
ESP,2017,Renewable Energy Integration in Buildings,12.5
ESP,2017,Solar,40.0
ESP,2017,Storage (not electromobility),15.83
ESP,2017,Wind,46.03
ESP,2018,Air - Rail - Marine,13.5
ESP,2018,All technologies (total patents),2236.25
ESP,2018,Bioenergy,2.0
ESP,2018,Building Energy Efficiency,34.66
ESP,2018,Carbon Capture and Storage,4.33
ESP,2018,Grid,2.83
ESP,2018,Hybrid - Electric - Electromobility,17.5
ESP,2018,Hydro,5.0
ESP,2018,Hydrogen and Fuel Cells,6.5
ESP,2018,Industry Energy Efficiency or substitution,8.5
ESP,2018,Other Energy Efficiency ,15.17
ESP,2018,Other Road Transport,4.33
ESP,2018,Renewable Energy Integration in Buildings,3.0
ESP,2018,Solar,40.17
ESP,2018,Storage (not electromobility),19.15
ESP,2018,Wind,39.67
ESP,2019,Agriculture Energy Efficiency,1.0
ESP,2019,Air - Rail - Marine,23.33
ESP,2019,All technologies (total patents),2079.75
ESP,2019,Bioenergy,1.0
ESP,2019,Building Energy Efficiency,17.33
ESP,2019,Carbon Capture and Storage,2.0
ESP,2019,Grid,1.0
ESP,2019,Hybrid - Electric - Electromobility,12.5
ESP,2019,Hydro,2.5
ESP,2019,Hydrogen and Fuel Cells,6.5
ESP,2019,Industry Energy Efficiency or substitution,5.0
ESP,2019,Other Energy Efficiency ,16.87
ESP,2019,Other Renewables,2.5
ESP,2019,Other Road Transport,3.5
ESP,2019,Renewable Energy Integration in Buildings,8.0
ESP,2019,Solar,36.08
ESP,2019,Storage (not electromobility),11.0
ESP,2019,Wind,36.17
EST,2000,Agriculture Energy Efficiency,0.5
EST,2000,All technologies (total patents),16.83
EST,2000,Other Road Transport,1.0
EST,2000,Storage (not electromobility),0.33
EST,2005,All technologies (total patents),19.19
EST,2005,Industry Energy Efficiency or substitution,1.0
EST,2010,All technologies (total patents),63.17
EST,2010,Building Energy Efficiency,2.25
EST,2010,Other Energy Efficiency ,6.84
EST,2010,Renewable Energy Integration in Buildings,1.0
EST,2010,Storage (not electromobility),5.0
EST,2015,All technologies (total patents),52.17
EST,2015,Bioenergy,0.33
EST,2015,Hydrogen and Fuel Cells,1.5
EST,2015,Industry Energy Efficiency or substitution,1.0
EST,2015,Other Energy Efficiency ,0.33
EST,2016,All technologies (total patents),75.87
EST,2016,Bioenergy,1.0
EST,2016,Hybrid - Electric - Electromobility,1.0
EST,2016,Hydrogen and Fuel Cells,0.66
EST,2016,Industry Energy Efficiency or substitution,1.0
EST,2016,Renewable Energy Integration in Buildings,2.0
EST,2016,Solar,3.0
EST,2016,Storage (not electromobility),3.0
EST,2017,Air - Rail - Marine,1.5
EST,2017,All technologies (total patents),63.83
EST,2017,Hybrid - Electric - Electromobility,3.5
EST,2017,Storage (not electromobility),2.5
EST,2018,Air - Rail - Marine,1.0
EST,2018,All technologies (total patents),51.83
EST,2018,Hydrogen and Fuel Cells,2.0
EST,2019,All technologies (total patents),70.5
EST,2019,Hydrogen and Fuel Cells,0.33
ETH,2000,All technologies (total patents),0.7
ETH,2005,All technologies (total patents),6.6
ETH,2005,Other Energy Efficiency ,0.33
ETH,2010,All technologies (total patents),6.12
ETH,2010,Grid,1.0
ETH,2010,Other Energy Efficiency ,0.25
ETH,2010,Solar,0.83
ETH,2015,All technologies (total patents),4.03
ETH,2015,Storage (not electromobility),0.5
ETH,2016,All technologies (total patents),2.83
ETH,2017,All technologies (total patents),4.0
ETH,2018,All technologies (total patents),2.0
ETH,2019,All technologies (total patents),0.58
ETH,2019,Storage (not electromobility),0.25
FIN,1990,All technologies (total patents),835.58
FIN,1990,Bioenergy,2.0
FIN,1990,Building Energy Efficiency,5.0
FIN,1990,Industry Energy Efficiency or substitution,6.0
FIN,1990,Other Energy Efficiency ,2.5
FIN,1990,Renewable Energy Integration in Buildings,1.0
FIN,1990,Solar,1.0
FIN,1990,Storage (not electromobility),1.0
FIN,2000,All technologies (total patents),2002.98
FIN,2000,Bioenergy,3.0
FIN,2000,Building Energy Efficiency,5.5
FIN,2000,Carbon Capture and Storage,1.0
FIN,2000,Grid,1.0
FIN,2000,Hybrid - Electric - Electromobility,2.0
FIN,2000,Hydro,1.0
FIN,2000,Hydrogen and Fuel Cells,1.75
FIN,2000,Industry Energy Efficiency or substitution,4.5
FIN,2000,Other Energy Efficiency ,18.83
FIN,2000,Other Road Transport,4.5
FIN,2000,Storage (not electromobility),2.0
FIN,2000,Wind,1.0
FIN,2005,Agriculture Energy Efficiency,1.0
FIN,2005,Air - Rail - Marine,2.0
FIN,2005,All technologies (total patents),1812.58
FIN,2005,Bioenergy,9.67
FIN,2005,Building Energy Efficiency,9.66
FIN,2005,Carbon Capture and Storage,2.0
FIN,2005,Grid,0.33
FIN,2005,Hybrid - Electric - Electromobility,3.0
FIN,2005,Hydrogen and Fuel Cells,4.5
FIN,2005,Industry Energy Efficiency or substitution,11.67
FIN,2005,Other Energy Efficiency ,33.42
FIN,2005,Other Renewables,3.0
FIN,2005,Other Road Transport,9.5
FIN,2005,Solar,2.0
FIN,2005,Storage (not electromobility),3.5
FIN,2005,Wind,3.33
FIN,2010,Agriculture Energy Efficiency,4.0
FIN,2010,Air - Rail - Marine,12.0
FIN,2010,All technologies (total patents),1676.22
FIN,2010,Bioenergy,30.83
FIN,2010,Building Energy Efficiency,21.45
FIN,2010,Carbon Capture and Storage,1.0
FIN,2010,Grid,1.5
FIN,2010,Hybrid - Electric - Electromobility,13.0
FIN,2010,Hydro,1.0
FIN,2010,Hydrogen and Fuel Cells,11.5
FIN,2010,Industry Energy Efficiency or substitution,19.33
FIN,2010,Other Energy Efficiency ,32.67
FIN,2010,Other Renewables,1.0
FIN,2010,Other Road Transport,15.67
FIN,2010,Renewable Energy Integration in Buildings,3.0
